Iteration	Posterior	Likelihood	Prior	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	rate_log_sd	tree_length	two_beta
0	113.3652	-388.2918	501.657	0.539223	0.0912208	0.190488	0.179068	1.157095	0.4033274	0.142266	0.3821194
6	111.4144	-389.5957	501.0101	0.391176	0.230616	0.307867	0.0703399	3.057114	0.04838694	0.2652819	0.3288052
12	111.0943	-389.2327	500.327	0.321521	0.300694	0.217785	0.16	2.858182	0.28945	0.1213955	0.4188837
18	119.9399	-381.0417	500.9816	0.161789	0.214801	0.418461	0.20495	0.7972634	0.580742	0.1930708	1.467193
24	118.07	-383.4502	501.5202	0.207924	0.431733	0.312658	0.0476844	1.74264	0.4785068	0.3277359	0.3964499
30	123.3633	-377.4018	500.7652	0.474111	0.059304	0.38742	0.0791653	2.70767	0.07754195	0.1551218	0.468177
36	132.7465	-369.539	502.2855	0.35472	0.245505	0.304626	0.0951486	0.492139	0.4629067	0.16987	0.5069064
42	123.9226	-376.8782	500.8008	0.506536	0.147388	0.210205	0.135871	1.474564	0.2851877	0.1835132	1.238358
48	123.0101	-378.6064	501.6165	0.0904857	0.348681	0.440256	0.120577	1.064423	0.3634668	0.1679782	0.6704405
54	121.9133	-376.8783	498.7916	0.0641357	0.517165	0.200264	0.218436	6.861728	0.1798017	0.1470321	0.3772854
60	129.0624	-373.6029	502.6653	0.10931	0.641734	0.140003	0.108952	0.159998	0.1982946	0.1470321	0.3688247
66	127.136	-374.7295	501.8655	0.0996439	0.671035	0.121021	0.108299	1.130471	0.05533529	0.1124855	0.3688247
72	119.0972	-383.2255	502.3227	0.130665	0.488889	0.200776	0.17967	0.233602	0.1580284	0.08342347	0.3885974
78	122.9404	-378.1842	501.1245	0.379121	0.233971	0.117982	0.268925	0.2044583	0.7306225	0.04557793	0.4805229
84	112.7481	-387.3804	500.1285	0.303223	0.187511	0.294179	0.215088	1.971876	0.7626037	0.08715616	0.4892777
90	120.0383	-380.7708	500.8091	0.141758	0.279926	0.242253	0.336064	0.6810477	0.8024483	0.147416	1.348725
